car_id,car_make,car_model,car_year,car_mileage,car_price,car_transmission,car_driveTrain,car_vendor,car_location,car_engine
72550506,Kia,Sorento-EX,2013,54967,18999,Shiftable Automatic,AWD,Conshohocken, PA 19428,3.5 6 Cylinder Fuel Injected
72505283,Acura,TL,2012,93818,12498,A,FWD,Stuart, FL 34997,3.50L V6
71994408,Saab,9-3-Aero,2006,125213,5995,6-Speed Manual,FWD,Bear, DE 19701,2.8 6 Cylinder Other
73677811,GMC,Sierra-1500-SLE,2011,120111,19995,Automatic,4WD,Allentown, PA 18103,5.3L
73395675,Ford,F150-XLT,2015,7726,36889,A,4WD,Seaford, DE 19973,5.00L V8
73340244,Toyota,RAV4-Limited,2014,29850,22967,A,AWD,Milford, DE 19963,2.50L I4
72766555,Toyota,RAV4-Limited,2015,67851,22950,AUTOMATIC,AWD,Sarasota, FL 34231,4 Cylinder Engine 2.5L
73502478,Hyundai,Sonata-GLS,2014,20872,12945,A,FWD,Springfield, PA 19064,2.40L I4
73679531,Nissan,Murano-Platinum,2017,12381,22999,VARIABLE,FWD,Lake Worth, FL 33461,3.5 L
73557709,Honda,Accord-LX,2014,33939,14485,Automatic,FWD,West Palm Beach, FL 33409,2.40L I4
72040404,Buick,Verano-Leather-Group,2017,3664,16999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.4L
64047713,Jeep,Grand-Cherokee-Laredo,2006,106995,9995,Automatic,RWD,West Palm Beach, FL 33405,3.7 6 Cylinder Fuel Injected
73645248,Mazda,Mazda3-S-Grand-Touring,2014,8823,20599,A,FWD,King Of Prussia, PA 19406,2.50L I4
73728490,Toyota,Prius-C-Three,2012,64593,12998,Automatic,FWD,Brandywine, MD 20613,1.50L I4
73418767,Hyundai,Sonata-GLS,2014,10252,13988,A,FWD,West Palm Beach, FL 33409,2.40L I4
73390978,Ford,Transit-Cargo-150,2016,4205,49000,A,RWD,Sarasota, FL 34236,3.50L V6
71446187,Toyota,Venza-AWD-4cyl,2010,94901,11042,Automatic,AWD,Turnersville, NJ 08012,2.7 4 Cylinder Fuel Injected
72505794,Dodge,Challenger-SXT,2016,8708,25967,A,RWD,Milford, DE 19963,3.60L V6
73391131,Cadillac,SRX,2014,48487,19998,A,FWD,Boynton Beach, FL 33426,3.60L V6
73729261,Honda,Odyssey-EX-L,2011,101833,16995,5-Speed Automatic,FWD,Dillsburg, PA 17019,3.5 liter V6
72777838,Acura,Ilx-Premium-Pkg,2017,3341,26990,8-Speed,FWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
71996371,Lincoln,MKX,2012,71481,15900,Shiftable Automatic,AWD,Alexandria, VA 22303,3.7 6 Cylinder Sequential-Port F.I.
73662406,Subaru,Outback-25I-Premium,2011,100604,11999,CVT,AWD,Somers Point, NJ 08244,2.5 4 Cylinder Fuel Injection
70905598,Subaru,Legacy-25I-Premium,2014,34389,16994,CVT,AWD,Northumberland, PA 17857,2.5 4 Cylinder Sequential-Port F.I.
73113966,Chevrolet,Equinox-Ls,2014,10733,16994,Automatic,FWD,Harrisburg, PA 17105,2.4
73313832,Toyota,Rav4,2012,57241,13984,Automatic,FWD,Woodbridge, VA 22191,4 Cyl. 2.5L
73352913,Honda,Accord-LX,2016,19331,18586,CVT,FWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
73459936,Audi,A4-20T-quattro-Premium-Plus,2014,46361,18999,AUTOMATIC,AWD,Lake Worth, FL 33461,2.0 L
73319144,BMW,428I,2014,20242,21999,AUTOMATIC,RWD,Lake Worth, FL 33461,2.0 L
73438069,BMW,4-Series-428i-xDrive,2014,21491,30981,AUTOMATIC,AWD,Fairfax, VA 22031,2.0 L
71810619,Hyundai,Genesis-38l,2014,35901,20435,A,RWD,Annapolis, MD 21401,3.80L V6
69696441,GMC,Terrain-SLE-1,2011,71202,10970,Automatic,FWD,Lake Park, FL 33403,2.4 4 Cylinder Direct Injection
72131901,Jaguar,XF-35t-Premium,2017,1555,53990,Automatic,RWD,Sarasota, FL 34233,3.0l V6 Dohc 24V Supercharged
72912666,Hyundai,Genesis-38l,2015,45857,24995,Automatic,AWD,Marlton, NJ 08053,3.8 6 Cylinder Fuel Injected
72725516,BMW,428I,2014,19821,25998,Automatic,RWD,Boynton Beach, FL 33426,2.00L I4
71955306,Ford,Explorer-XLT,2016,23647,26340,A,FWD,Prince George, VA 23875,3.50L V6
71917566,Acura,ILX,2014,10726,19990,5-Speed Shiftable Automatic,FWD,Turnersville, NJ 08012,2.0 4 Cylinder Fuel Injected
73454649,Jeep,Renegade-Latitude,2015,31697,15999,A,FWD,Downingtown, PA 19335,2.40L I4
72998236,Mazda,Mazda-5-Sport,2013,77412,11998,A,FWD,Fort Myers, FL 33966,2.50L I4
72585363,Honda,Accord-LX-S,2014,14778,16196,CVT,FWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
72904545,Hyundai,Sonata-GLS,2013,26337,10941,A,FWD,Springfield, PA 19064,2.40L I4
70980968,Hyundai,Sonata-SE,2014,58982,13380,Automatic,FWD,Baltimore, MD 21215,2.4L L4 DOHC 16VCYL
72503294,Chevrolet,Traverse-LT,2015,41287,22500,Automatic,AWD,Ephrata, PA 17522,6 Cylinder 3.6L
73766437,Lexus,IS-350,2014,43571,22999,AUTOMATIC,RWD,Lake Worth, FL 33461,3.5 L
73424040,Chevrolet,Silverado-1500-LT,2013,112600,18995,4-Speed Automatic,4WD,Penns Creek, PA 17862,4.8 8 Cylinder Sequential Port Fuel Injection
73713597,Kia,Sportage-LX,2015,34179,17999,Automatic,AWD,Hagerstown, MD 21740,2.4 4 Cylinder Fuel Injected
73490152,Volkswagen,Tiguan-S,2016,36052,14395,Automatic,FWD,Warminster, PA 18974,2.0 4 Cylinder Turbocharged
73018511,Hyundai,Elantra-Limited,2013,84392,11998,Automatic,FWD,Gaithersburg, MD 20877,1.80L I4
72710206,Chrysler,300C,2012,27976,18615,Automatic,RWD,Lake Park, FL 33403,5.7 8 Cylinder Fuel Injected
72579934,Acura,TL-AWD,2014,21466,26990,6-Speed Shiftable Automatic,AWD,Turnersville, NJ 08012,3.7 6 Cylinder Fuel Injected
72438714,Lexus,RX-350,2015,20229,33948,Automatic,FWD,Ft Myers, FL 33912,3.5 L
73246350,Toyota,Highlander-Limited,2012,56886,24967,A,AWD,Milford, DE 19963,3.50L V6
62677237,Mercedes-Benz,G500,2002,125464,32977,AUTO,4WD,North Wales, PA 19454,8 Cylinder Engine
67862154,Chrysler,Town-and-Country-LX,2010,128737,8995,4-Speed Automatic,FWD,Bear, DE 19701,3.3 6 Cylinder Sequential Multiport Fuel Injection
68234183,Infiniti,QX70,2016,11779,31700,Automatic,RWD,Lake Park, FL 33403,3.7 6 Cylinder Fuel Injected
73002934,Ford,Explorer-Sport,2015,55048,31444,Shiftable Automatic,AWD,Silver Spring, MD 20904,3.5 6 Cylinder EcoBoost Turbocharged
73265963,Nissan,Maxima-35-S,2010,114269,10995,,,Turnersville, NJ 08012,
71968620,Honda,Accord-Sport,2014,26452,19214,CVT,FWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
72923327,Volkswagen,Jetta-TDI,2015,30986,14989,6-Speed Manual,FWD,Springfield, VA 22150,2.0L TDI Diesel Turbocharged
73619258,BMW,X3-30SI,2008,75294,10912,Automatic,AWD,East Petersburg, PA 17520,3.00L I6
70228423,Lincoln,MKC-Premiere,2016,41071,23999,AUTOMATIC,AWD,Lake Worth, FL 33461,2.0 L
72651565,Honda,Accord-LX,2014,18316,14950,CVT TRANSMISSION,FWD,Sarasota, FL 34231,4 Cylinder Engine 2.4L
72860428,Hyundai,Tucson-GLS,2012,37973,14999,Shiftable Automatic,FWD,Conshohocken, PA 19428,2.4 4 Cylinder Sequential-Port F.I.
72358378,Ford,Edge-Sport,2012,83544,18499,A,AWD,Chantilly, VA 20151,3.70L V6
73051693,Chrysler,Town-and-Country-Touring-L,2014,34840,21500,A,FWD,Cape May Court House, NJ 08210,3.60L V6
69696437,Dodge,Durango-Limited,2016,20440,25915,Automatic,RWD,Lake Park, FL 33403,3.6 6 Cylinder Fuel Injected
73141368,BMW,3-Series-320i,2014,18714,24000,8-Speed,RWD,West Palm Beach, FL 33409,2.0 4 Cylinder Turbocharged
73324688,Toyota,Avalon-Xle,2016,43267,21121,6-Speed Automatic,FWD,Fairfax, VA 22030,3.5 6 Cylinder Sequential-Port F.I.
73218055,Mazda,Cx-5-Grand-Touring,2015,61281,20888,A,AWD,Baltimore, MD 21222,2.50L I4
72928731,Subaru,Outback-25I,2014,28979,20588,Variable,AWD,Allentown, PA 18103,2.5 L
73464828,Subaru,WRX-Limited,2016,32311,28942,Automatic,AWD,Turnersville, NJ 08012,2.0 4 Cylinder Turbocharged
71267151,Volkswagen,Beetle-18T,2015,42706,13999,AUTOMATIC,FWD,Lake Worth, FL 33461,1.8 L
72511531,Honda,CR-V-EX,2009,97116,10999,A,AWD,Chantilly, VA 20151,2.40L I4
73222574,Kia,Sorento-LX,2016,86112,17385,A,AWD,Warrington, PA 18976,3.30L V6
73668469,Volkswagen,Tiguan-S,2014,60905,13998,A,FWD,Midlothian, VA 23114,2.00L I4
73703066,Toyota,RAV4-Sport,2010,118285,12998,A,4WD,Midlothian, VA 23114,3.50L V6
73747566,Acura,RDX,2014,34776,24097,A,AWD,Frederick, MD 21704,3.50L V6
72862437,Volkswagen,Passat-18T-SE,2016,37145,18000,Tiptronic,FWD,Alexandria, VA 22305,1.8 4 Cylinder Turbocharged
73516178,Ford,Mustang-V6,2013,57294,17645,Automatic,RWD,Lake Park, FL 33403,3.7 6 Cylinder Fuel Injected
72522174,Ford,Fusion-SE,2016,33169,15995,Automatic,FWD,Manheim, PA 17545,1.5 4 Cylinder Turbocharged
73708299,Chevrolet,Silverado-1500-LT,2012,89498,21743,Automatic,4WD,Harrisburg, PA 17105,5.3L
72641238,Ford,Taurus-SEL,2013,27589,18750,A,FWD,Boyertown, PA 19512,3.50L V6
72904304,Ford,Expedition-King-Ranch,2010,112858,17000,A,RWD,Sarasota, FL 34236,5.40L V8
73371857,GMC,Sierra-1500-SLE,2011,70299,25281,Automatic,4WD,Parkesburg, PA 19365,5.3 8 Cylinder Sequential-Port F.I.
73516922,Volkswagen,Beetle-25l,2014,30981,13842,5-Speed Manual,FWD,Turnersville, NJ 08012,2.5 5 Cylinder Sequential-Port F.I.
73265202,Hyundai,Sonata-SE,2016,32146,16999,A,FWD,Conshocken, PA 19428,2.40L I4
73746234,Subaru,Forester-25i,2017,3175,25388,Variable,AWD,Allentown, PA 18103,2.5 L
72935634,Acura,TL,2008,91808,9981,Shiftable Automatic,FWD,Fort Pierce, FL 34982,3.2 6 Cylinder Sequential-Port F.I.
73482713,Ford,F150-XLT,2007,172165,13944,A,4WD,Quakertown, PA 18951,5.40L V8
73508773,Chevrolet,Cruze-2lt,2015,37412,12998,A,FWD,Brandywine, MD 20613,1.40L I4
72908461,Ford,F350-Super-Duty-DRW-King-Ranch,2013,54601,43650,A,4WD,Cape May Court House, NJ 08210,6.70L V8
73704678,Hyundai,Santa-Fe-Sport-20T,2014,32371,21998,A,AWD,Ellicott City, MD 21043,2.00L I4
71969719,Nissan,Murano-SL,2007,101597,7489,CVT,AWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
73486432,Buick,Encore-Convenience,2016,3038,23644,Automatic,AWD,Silver Spring, MD 20904,1.4 4 Cylinder Turbocharged
68227472,Chevrolet,Silverado-1500-LT3,2006,203111,7977,AUTO,4WD,North Wales, PA 19454,8 Cylinder Engine
72840903,Ford,Escape-XLT,2009,122424,7995,Automatic,FWD,West Palm Beach, FL 33409,3.0 6 Cylinder Fuel Injected
69219549,BMW,4-Series-435i-xDrive-Gran-Coupe,2015,20344,49977,AUTO,AWD,North Wales, PA 19454,Straight 6 Cylinder Engine
73408783,FIAT,500c-Pop,2013,42490,9998,Manual,FWD,King Of Prussia, PA 19406,1.40L I4
72317625,Ford,Mustang-Shelby-GT500,2008,13119,31988,Manual,RWD,Allentown, PA 18103,5.4L
73410122,Chevrolet,Cruze-2lt,2014,51997,13995,A,FWD,Milford, DE 19963,1.40L I4
73456195,Chrysler,200-Touring,2012,103961,8995,Automatic,FWD,Cape May Court House, NJ 08210,2.40L I4
73594838,Kia,Rio-Lx,2016,37492,11599,A,FWD,King Of Prussia, PA 19406,1.60L I4
72700679,Honda,Pilot-LX,2014,51924,21998,A,4WD,Fort Myers, FL 33966,3.50L V6
72954982,Hyundai,Sonata-Limited,2012,44993,10980,,,Deerfield Beach, FL 33441,
73464260,Volkswagen,Jetta-TDI,2015,8890,22000,6-Speed Automatic,FWD,Chadds Ford, PA 19317,2.0 4 Cylinder Direct Injection
73641077,Chevrolet,Cruze-1lt,2014,49761,11998,A,FWD,Frederick, MD 21704,1.40L I4
73660472,Toyota,Yaris-L,2015,9357,11959,Automatic,FWD,Chantilly, VA 20151,1.5 4 Cylinder Fuel Injected
71074575,Nissan,Maxima-35-S,2014,29282,16997,CVT,FWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
72520037,Mercedes-Benz,E-Class-E350-Luxury,2014,39983,28500,7-Speed,RWD,West Palm Beach, FL 33409,3.5 6 Cylinder Direct Injection
71254950,Ford,Escape-Titanium,2016,37726,23500,6-Speed Automatic,4WD,Leesburg, VA 20175,EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT
73282499,Jeep,Renegade-Trailhawk,2015,26493,20999,9-Speed Shiftable Automatic,4WD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
71122678,Honda,Accord-EX-L-w-Navi,2014,52138,18209,CVT,FWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
72976433,Chevrolet,Malibu-Limited-LT,2016,33681,12999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.5L
73732390,Chevrolet,Silverado-1500-LS,2008,112208,16995,4-Speed Automatic,4WD,Penns Creek, PA 17862,4.8 8 Cylinder Sequential Port Fuel Injection
71915671,Dodge,Dart-Sxt,2015,7868,13780,Automatic,FWD,Lake Park, FL 33403,2.4 4 Cylinder Fuel Injected
73127536,Chevrolet,Cruze-Limited-1LT,2016,20975,14430,6-Speed Automatic Electronic with Overdrive,FWD,Palmyra, PA 17078,ECOTEC 1.4L I4 SMPI DOHC Turbocharged VVT
73371721,Cadillac,XT5-Luxury,2017,16894,39900,Automatic,FWD,Greenbelt, MD 20770,3.6 6 Cylinder Fuel Injected
73557692,Hyundai,Santa-Fe-Sport-24L,2016,43021,15875,A,FWD,West Palm Beach, FL 33409,2.40L I4
73346880,Honda,Civic-EX,2015,7074,17998,Automatic,FWD,Ellicott City, MD 21043,1.80L I4
68815155,Ford,Flex-Limited,2015,36419,21999,AUTOMATIC,FWD,Lake Worth, FL 33461,3.5 L
73618684,Jeep,Grand-Cherokee-Limited,2014,20329,28998,A,4WD,Midlothian, VA 23114,3.60L V6
73635150,Volkswagen,Cc-Sport,2013,37093,15989,6-Speed Automatic DSG,FWD,Springfield, VA 22150,2.0L Turbocharged TSI
73709160,Cadillac,SRX-Luxury-Collection,2012,49215,19995,6-Speed Automatic,FWD,Woodbury, NJ 08096,3.6 6 Cylinder Direct Injection
73525453,BMW,X5-Xdrive35D,2014,40892,34999,AUTOMATIC,AWD,Lake Worth, FL 33461,3.0 L
72369121,Honda,Civic-LX,2015,33563,15192,CVT,FWD,Turnersville, NJ 08012,1.8 4 Cylinder Fuel Injected
73703065,Toyota,Prius-Four,2015,28540,19998,Automatic,FWD,King Of Prussia, PA 19406,1.80L I4
73708211,Ford,Focus-ST,2014,17431,21598,M,FWD,Frederick, MD 21704,2.00L I4
73242289,Nissan,Altima-25,2015,43392,11999,VARIABLE,FWD,Lake Worth, FL 33461,2.5 L
73824974,Hyundai,Elantra-GLS,2013,66697,10800,6-Speed Automatic,FWD,Marlton, NJ 08053,1.8 4 Cylinder Sequential Fuel Injection
72369140,Dodge,Dart-Limited,2013,38069,11994,6-Speed Double Clutch,FWD,Turnersville, NJ 08012,1.4 4 Cylinder Turbocharged
72569922,Hyundai,Accent-SE,2016,35531,9990,,,Downingtown, PA 19335,
73803848,Kia,Forte-LX,2017,6429,15990,Manual,FWD,Venice, FL 34285,2.00L I4
73303623,Nissan,Versa-18-S,2012,106602,6995,Not Specified,FWD,Fort Washington, MD 20744,1.8 4 Cylinder Sequential-Port F.I.
72815216,Honda,Fit-Sport,2013,11265,13887,5-Speed Shiftable Automatic,FWD,Turnersville, NJ 08012,1.5 4 Cylinder Fuel Injected
72903932,Mercedes-Benz,M-Class-ML350-4MATIC,2015,16172,35999,AUTOMATIC,AWD,Lake Worth, FL 33461,3.5 L
73645587,Subaru,Forester-25X-LL-Bean,2007,160331,6801,Automatic,AWD,Harrisburg, PA 17111,2.5L
73162223,Cadillac,SRX-Luxury-Collection,2014,20123,30957,A,FWD,Bradenton, FL 34207,3.60L V6
70154396,Honda,Pilot-EX-L,2015,48617,23999,AUTOMATIC,FWD,Lake Worth, FL 33461,3.5 L
73306132,Ford,Escape-S,2014,3315,16690,Automatic,FWD,Chadds Ford, PA 19317,2.5l L4 Dohc 16V
73682268,GMC,Terrain-SLT-1,2014,27152,24695,Shiftable Automatic,AWD,Elizabethtown, PA 17022,3.6 6 Cylinder Fuel Injected
73811438,Ram,1500-SLT,2014,79268,20500,A,RWD,Sarasota, FL 34236,5.70L V8
71912691,Nissan,Quest-35-SV,2012,63258,14500,Automatic,FWD,Stevens, PA 17578,3.5 6 Cylinder Fuel Injected
56289102,BMW,7-Series-750Li,2009,44848,36977,AUTO,RWD,North Wales, PA 19454,8 Cylinder Engine
73511282,Kia,Optima-Ex,2014,32031,16998,A,FWD,Frederick, MD 21704,2.40L I4
73608021,Jeep,Wrangler-Unlimited-X,2015,11471,35990,Manual,4WD,Sarasota, FL 34233,3.6l V6 Dohc 24V FFV
73514923,Jeep,Compass-Sport,2011,74211,11700,Automatic,4WD,Orwigsburg, PA 17961,2.4 4 Cylinder Sequential-Port F.I.
73152878,Hyundai,Sonata-Hybrid,2012,31795,13599,A,FWD,Boynton Beach, FL 33426,2.40L I4
73282795,Ford,Escape-Titanium,2015,13482,23995,Shiftable Automatic,AWD,Manheim, PA 17545,2.0 4 Cylinder Turbocharged
73055509,Hyundai,Tucson-SE,2016,41129,20988,A,AWD,State College, PA 16801,2.00L I4
73647595,Chevrolet,Equinox-LTZ,2011,76255,13744,Automatic,FWD,Silver Spring, MD 20904,2.4 4 Cylinder Direct Injection
73745471,Lexus,CT200H,2015,18968,23998,Automatic,FWD,Ellicott City, MD 21043,1.80L I4
73745445,Honda,Civic-LX,2014,35330,14097,Automatic,FWD,Ellicott City, MD 21043,1.80L I4
68141610,Chevrolet,Equinox-LT,2010,45140,13000,6-Speed Automatic,FWD,Woodbury, NJ 08096,3.0 6 Cylinder Direct Injection
73668342,Chevrolet,Traverse-Ls,2014,28169,19998,A,FWD,King Of Prussia, PA 19406,3.60L V6
72451049,Mazda,MAZDA3-i-Sport,2016,33608,16995,A,FWD,Hamburg, PA 19526,2.00L I4
73594178,Kia,Cadenza-Premium,2014,49000,19988,A,FWD,State College, PA 16801,3.30L V6
73730103,Ford,Mustang-GT,2015,39520,26995,6-Speed Manual,RWD,Annandale, VA 22003,5.0 8 Cylinder Sequential-Port F.I.
73005777,Volkswagen,Passat-TDI-SEL-Premium,2015,51486,22483,Automatic,FWD,Waldorf, MD 20601,2.0 4 Cylinder Turbo Diesel
73680410,Chevrolet,Cruze-LS,2015,28821,15810,Automatic,FWD,Silver Spring, MD 20904,1.8 4 Cylinder Fuel Injected
73031323,Acura,Tl-Special-Edition,2014,24647,23490,6-Speed Shiftable Automatic,FWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
72096325,Honda,Accord-EX-L,2014,31230,19497,CVT,FWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
72981306,Porsche,911-GT3,2014,10498,137991,Dual Shift Gearbox,RWD,West Palm Beach, FL 33409,3.8 6 Cylinder Fuel Injected
73243530,Mazda,MAZDA3-i-Sport,2014,13925,14598,A,FWD,Brandywine, MD 20613,2.00L I4
73434391,Chevrolet,Silverado-1500-LT,2014,55636,26995,Automatic,4WD,Allentown, PA 18103,4.3L
73556040,Ford,Focus-SEL,2012,87532,8995,Automatic,FWD,Allentown, PA 18103,2.0L
73354230,BMW,X1-Xdrive28i,2017,5828,37000,8-Speed Automatic,AWD,West Palm Beach, FL 33409,2.0 4 Cylinder Turbocharged
73617417,Cadillac,Xts-Luxury,2016,32361,23999,AUTOMATIC,FWD,Lake Worth, FL 33461,3.6L
73342784,Honda,CR-V-EX,2014,51371,16598,A,AWD,Brandywine, MD 20613,2.40L I4
72272978,Audi,A4-20T-ultra-Premium,2017,3246,30500,Dual Shift Gearbox,FWD,West Palm Beach, FL 33409,2.0 4 Cylinder Turbocharged
73668350,Chevrolet,Camaro-LT,2014,21346,22998,A,RWD,King Of Prussia, PA 19406,3.60L V6
73047390,Hyundai,Sonata-GLS,2013,93069,11599,A,FWD,Midlothian, VA 23114,2.40L I4
73218122,Kia,Sorento-LX,2011,49621,16127,A,AWD,Quakertown, PA 18951,2.40L I4
73700773,Nissan,Rogue-SV,2015,29283,19989,CVT with Xtronic,AWD,Palmyra, PA 17078,2.5L I4 DOHC 16V
73018473,Ford,Fusion-Titanium,2016,40399,17598,A,FWD,Gaithersburg, MD 20877,2.00L I4
73652779,Mazda,MAZDA3-s-Touring,2009,91667,9995,5-Speed Manual,FWD,Manheim, PA 17545,2.3 4 Cylinder Sequential-Port F.I.
73478455,Mercedes-Benz,Metris-Base,2016,33444,22999,AUTOMATIC,RWD,Lake Worth, FL 33461,2.0 L
73480516,Toyota,Highlander-Limited,2013,95958,20990,Automatic,AWD,Hagerstown, MD 21740,3.5 Liter
72795298,Ford,Explorer-Limited,2014,21990,27998,A,FWD,Fort Myers, FL 33966,3.50L V6
73115599,Hyundai,Elantra-SE,2014,24854,13998,Automatic,FWD,Fredericksburg, VA 22407,1.80L I4
71214239,Kia,Borrego-EX,2009,95262,9995,5-Speed Automatic,RWD,Hatboro, PA 19040,3.8 6 Cylinder Fuel Injected
73639736,Kia,Optima-SX,2013,16352,19771,A,FWD,Langhorne, PA 19047,2.00L I4
73141287,Ford,Mustang-GT,2011,12394,25895,6-Speed Automatic,RWD,Elizabethtown, PA 17022,5.0 8 Cylinder Fuel Injected
73810021,Kia,Soul,2013,39069,7499,AUTOMATIC,FWD,Lake Worth, FL 33461,1.6L
73215785,BMW,3-Series-335i-xDrive,2014,37028,37989,Automatic,AWD,Doylestown, PA 18901,3.00L I6
72935554,Dodge,Journey-SXT,2016,41777,16595,Automatic,AWD,Warminster, PA 18974,3.6 6 Cylinder Fuel Injected
73506645,Dodge,Grand-Caravan-SXT,2016,33507,20995,A,FWD,Hamburg, PA 19526,3.60L V6
73252323,Ford,F150-King-Ranch,2016,9662,54491,Shiftable Automatic,4WD,Lititz, PA 17543,3.5 6 Cylinder Fuel Injected
73571873,Chevrolet,Malibu-LS,2014,41142,13998,A,FWD,King Of Prussia, PA 19406,2.50L I4
73407854,BMW,Z4-Sdrive35I,2012,64835,22777,Manual,RWD,West Palm Beach, FL 33411,3.00L I6
73525090,Mercedes-Benz,CLA-Class-CLA250,2016,20346,28998,A,FWD,Boynton Beach, FL 33426,2.00L I4
72629780,Ford,F150-XL,2001,207532,3995,4-Speed Automatic,RWD,West Palm Beach, FL 33405,5.4 8 Cylinder Fuel Injection
73100241,Hyundai,Sonata-GLS,2013,38286,10888,A,FWD,West Palm Beach, FL 33409,2.40L I4
73648503,MINI,Cooper,2008,56632,8991,Not Specified,FWD,Northumberland, PA 17857,1.6 4 Cylinder Fuel Injected
58068978,Ram,2500-Laramie,2014,53905,46977,AUTO,4WD,North Wales, PA 19454,Straight 6 Cylinder Engine
73668372,Toyota,Rav4-Le,2014,26430,18998,A,AWD,King Of Prussia, PA 19406,2.50L I4
72810294,Chevrolet,Silverado-1500-LTZ,2017,10965,39700,Automatic,RWD,Bradenton, FL 34207,5.30L V8
73680802,Ford,Fiesta-SE,2013,12088,7999,5-Speed Manual,FWD,Annandale, VA 22003,1.6 4 Cylinder Sequential-Port F.I.
72626791,Nissan,Altima-25-S,2015,24409,16879,Automatic,FWD,Seaford, DE 19973,2.50L I4
72677753,Chevrolet,Silverado-1500-LTZ,2011,56035,26500,A,4WD,Cape May Court House, NJ 08210,5.30L V8
73027507,Nissan,Juke-Nismo,2013,37583,15998,Automatic,AWD,Midlothian, VA 23114,1.60L I4
72122496,Ford,Explorer-XLT,2017,271,35267,Shiftable Automatic,FWD,Stuart, FL 34997,3.5 6 Cylinder Sequential-Port F.I.
72752135,Lexus,ES-350,2013,59082,23598,A,FWD,Ellicott City, MD 21043,3.50L V6
72902432,Nissan,Altima-25,2008,86643,7390,,,New Castle, DE 19720,
73112549,Hyundai,Elantra-GT,2013,83386,9784,Automatic,FWD,Chester, VA 23836,1.80L I4
73731030,Kia,Sportage-LX,2014,31820,15995,6-Speed Automatic,AWD,Lewisburg, PA 17837,2.4 4 Cylinder Fuel Injected
72923558,Honda,Civic-EX,2015,20045,16477,CVT TRANSMISSION,FWD,Sarasota, FL 34231,4 Cylinder Engine 1.8L
72776289,Lexus,ES-350,2015,3868,29998,A,FWD,Fort Myers, FL 33966,3.50L V6
73184123,Toyota,Tacoma-SR5-V6,2017,192,34888,A,4WD,Manassas, VA 20110,3.50L V6
73485467,Nissan,Sentra-SL,2014,24125,13900,CVT,FWD,Fairless Hills, PA 19030,1.8 4 Cylinder Sequential-Port F.I.
72739606,Mercedes-Benz,ML350,2015,36247,37995,Automatic,RWD,West Palm Beach, FL 33409,3.5 6 Cylinder Fuel Injected
73333326,Mercedes-Benz,C-Class-C300-Luxury,2010,68000,12999,Automatic,RWD,North Palm Beach, FL 33408,3.0l V6 Dohc 24V
71057449,Toyota,Camry-SE,2017,501,21484,Automatic,FWD,Stuart, FL 34997,2.5l L4 Dohc 16V
73050060,Hyundai,Sonata-Eco,2016,3438,18879,A,FWD,Langhorne, PA 19047,1.60L I4
73730953,Toyota,Corolla-S,2015,42005,12498,Automatic,FWD,Leesburg, VA 20175,1.8 4 Cylinder Fuel Injected
73851693,Subaru,Legacy-25I-LTD,2013,76722,14995,Variable,AWD,Allentown, PA 18103,2.5L
72808994,Chevrolet,Silverado-2500HD-LTZ,2016,15791,41500,A,4WD,Sarasota, FL 34236,6.00L V8
72522175,Mazda,MAZDA3-i-Touring,2014,19327,14995,Shiftable Automatic,FWD,Manheim, PA 17545,2.0 4 Cylinder Fuel Injected
72672500,Subaru,Legacy-25I-Premium,2017,4310,21910,Automatic,AWD,East Petersburg, PA 17520,2.50L H4
73420148,Honda,Civic-EX-L,2014,41715,16441,Variable,FWD,Harrisburg, PA 17111,1.8 L
73544418,Ford,Escape-XLT,2012,47092,13367,6-Speed Automatic,FWD,Hagerstown, MD 21740,2.5 4 Cylinder Sequential-Port F.I.
73391156,Kia,Optima-LX,2015,18480,15998,A,FWD,Boynton Beach, FL 33426,2.40L I4
73590052,Hyundai,Genesis-38l,2009,47643,11988,A,RWD,West Palm Beach, FL 33409,3.80L V6
73289794,Ford,F150-XLT,2015,20936,36920,6-Speed Automatic Electronic,4WD,Cherry Hill, NJ 08034,EcoBoost 3.5L V6 GTDi DOHC 24V Twin Turbocharged
69063216,Ford,Expedition-XLT,2014,21183,24999,AUTOMATIC,RWD,Lake Worth, FL 33461,5.4 L
71462621,Toyota,RAV4-Limited,2015,36389,26995,A,AWD,Milford, DE 19963,2.50L I4
72505134,Hyundai,Santa-Fe-Limited-Ultimate,2017,254,36000,,,Annapolis, MD 21401,
