car_id,car_make,car_model,car_year,car_mileage,car_price,car_transmission,car_driveTrain,car_vendor,car_location,car_engine
73611482,Chevrolet,Silverado-1500-LT1,2007,92788,17987,AUTOMATIC,4WD,Sarasota, FL 34231,8 Cylinder Engine 6.0L
73173584,Kia,Sorento-LX,2015,38552,14200,A,FWD,Bradenton, FL 34207,2.40L I4
73709272,Ford,F150-King-Ranch,2014,41638,36330,Automatic,4WD,Parkesburg, PA 19365,3.5 6 Cylinder EcoBoost Twin Turbo
73316620,Ford,Focus-SE,2014,42378,11688,Automatic,FWD,Allentown, PA 18103,2.0 L
73678200,Nissan,Altima-25,2015,21433,17998,Automatic,FWD,Brandywine, MD 20613,2.50L I4
67576980,Chevrolet,Silverado-1500-LT,2012,84454,18500,Automatic,RWD,Lake Park, FL 33403,5.3 8 Cylinder Fuel Injected
72047461,Buick,Enclave-Leather,2016,19749,34744,Automatic,AWD,Silver Spring, MD 20904,3.6 6 Cylinder Fuel Injected
73264622,Infiniti,G35,2004,67285,11194,Automatic,RWD,Quakertown, PA 18951,3.50L V6
72903940,Ford,Escape-SE,2016,34285,14999,AUTOMATIC,AWD,Lake Worth, FL 33461,1.6 L
73615573,Subaru,Forester-25i-Touring,2017,5228,33988,Variable,AWD,Allentown, PA 18103,2.5 L
73623753,Chevrolet,Cruze-LS,2014,-1,11979,6-Speed Automatic Electronic with Overdrive,FWD,Alexandria, VA 22303,1.8 4 Cylinder Sequential-Port F.I.
73409094,Chevrolet,Express-Cargo-2500,2017,18161,26980,AUTOMATIC,RWD,Cape Coral, FL 33991,4.8L 8 cyl
73752009,Smart,Fortwo-Pure-Passion,2014,33298,7000,Automatic,RWD,Silver Spring, MD 20904,1.0 3 Cylinder Fuel Injected
73693729,Toyota,4Runner-Limited,2017,2534,34991,,,Stuart, FL 34997,
71173809,Acura,RDX,2014,19804,23750,Automatic,FWD,Fort Myers, FL 33912,3.5 L
72601871,Ram,1500-Sport,2014,59746,29998,A,RWD,Fort Myers, FL 33966,5.70L V8
70117971,Ford,Flex-Limited,2011,80306,16995,Automatic,AWD,Baltimore, MD 21215,3.5L V6 DOHC 24VCYL
73054551,Chevrolet,TRAX-LS,2015,16431,15998,A,FWD,Gaithersburg, MD 20877,1.40L I4
73798956,Kia,Forte-5-Door-SX,2017,-1,25711,M,FWD,Bradenton, FL 34207,1.60L I4
72962021,Ford,Escape-SE,2014,38245,18991,6-Speed Automatic,AWD,Lititz, PA 17543,2.0 4 Cylinder Direct Injection
64174751,Nissan,Maxima-35-S,2014,68640,15996,Automatic,FWD,Frederick, MD 21704,3.50L V6
72816470,Chrysler,300-Limited,2016,10370,19945,Automatic,RWD,Lake Park, FL 33403,3.6 6 Cylinder Fuel Injected
73644193,Honda,Odyssey-Touring,2013,38815,28998,A,FWD,Ellicott City, MD 21043,3.50L V6
73747335,Cadillac,ATS-25L,2014,20583,18998,A,RWD,Newark, DE 19711,2.50L I4
73442014,Audi,Q3-20T-Premium-Plus,2017,5195,35500,Shiftable Automatic,FWD,West Palm Beach, FL 33409,2.0 4 Cylinder Turbocharged
72863073,Volkswagen,Jetta-TDI,2015,69904,17799,Automatic,FWD,Waldorf, MD 20601,2.0 4 Cylinder Turbo Diesel
72334864,Honda,Fit-EX,2015,24026,13700,Automatic,FWD,Sarasota, FL 34236,1.50L I4
39483687,Nissan,GT-R,2009,36500,63977,6 SP SHIFTABLE AUTO,AWD,North Wales, PA 19454,V6 Cylinder Engine
73100292,Lexus,RX-350,2013,41737,26998,A,AWD,Gaithersburg, MD 20877,3.50L V6
73746655,Mazda,Mazda3-S-Grand-Touring,2014,39748,13999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.5 L
73142738,Subaru,Impreza-20i-Sport-Premium,2014,46907,16842,Automatic,AWD,Turnersville, NJ 08012,2.0 4 Cylinder Sequential-Port F.I.
73218124,Mazda,MAZDA3-i-Sport,2008,106040,8958,A,FWD,Quakertown, PA 18951,2.00L I4
70269672,Volvo,850-GLT,1997,124048,1995,4-Speed Automatic,FWD,Bear, DE 19701,2.4 5 Cylinder Other
73020303,Ford,Focus-Titanium,2016,29425,12999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.0 L
71068798,Honda,CR-V-LX,2015,42911,16450,Automatic,AWD,Ephrata, PA 17522,4 Cylinder 2.4L
73621901,Cadillac,CTS-36L-Premium-Collection,2013,49713,25900,Automatic,RWD,Greenbelt, MD 20770,3.6 6 Cylinder Direct Injection
71470565,Honda,Civic-EX-L,2013,72593,13826,5-Speed Automatic,FWD,Turnersville, NJ 08012,1.8 4 Cylinder Fuel Injected
73530718,Dodge,Durango-Limited,2015,48079,28995,8-Speed,AWD,Lititz, PA 17543,3.6 6 Cylinder Sequential Multiport Fuel Injection
73663039,Ford,Fusion-SE,2016,35793,13495,Automatic,FWD,Warminster, PA 18974,2.5 4 Cylinder Sequential-Port F.I.
72539842,GMC,Terrain-SLT-1,2014,51779,19998,A,AWD,Glen Allen, VA 23060,2.40L I4
73391139,Nissan,Armada-SV,2015,40893,26998,A,4WD,Boynton Beach, FL 33426,5.60L V8
68819698,BMW,328XI,2009,88023,12995,6-Speed Shiftable Automatic,AWD,Hatboro, PA 19040,3.0 6 Cylinder Fuel Injected
69554570,Kia,Optima-Ex,2014,30865,14100,Automatic,FWD,Lake Park, FL 33403,2.4 4 Cylinder Fuel Injected
71072424,Acura,TL,2010,62541,14990,5-Speed Shiftable Automatic,FWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
73053844,Volkswagen,Golf,2011,78140,8688,A,FWD,Fort Myers, FL 33966,2.50L I5
73276956,Jeep,Patriot-Sport,2015,20490,14998,Automatic,FWD,Ellicott City, MD 21043,2.40L I4
72782462,Honda,CR-V-LX,2005,122927,5899,5-Speed Automatic,AWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
73727698,Chevrolet,Camaro-LT,2012,54296,17599,M,RWD,Newark, DE 19711,3.60L V6
73140289,Honda,CR-V-EX,2003,208938,4900,5-Speed Manual,AWD,Gap, PA 17527,2.4 4 Cylinder Fuel Injection
72915691,Volkswagen,Jetta-18T-SEL,2016,20734,17999,Automatic,FWD,Waldorf, MD 20601,1.8 4 Cylinder Turbocharged
71390312,Volvo,V60-T5-Drive-E-Premier,2016,34097,21999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.0 L
73327296,Nissan,Altima-25-S,2016,26846,15668,CVT,FWD,Turnersville, NJ 08012,2.5 4 Cylinder Fuel Injected
72830332,Nissan,Altima-25-S,2007,112644,5697,Variable,FWD,Harrisburg, PA 17111,2.5L
73557043,Land Rover,LR4-HSE,2013,82302,27980,AUTOMATIC,4WD,Baltimore, MD 21215,5L 8 CYL. GAS
73646375,Buick,Encore,2015,18090,16598,A,FWD,Brandywine, MD 20613,1.40L I4
73156578,Audi,A5-Quattro-Premium-Plus,2014,48039,25998,A,AWD,Stuart, FL 34997,2.00L I4
72975053,Hyundai,Veloster-Turbo,2013,83121,11371,Automatic,FWD,Annapolis, MD 21401,1.60L I4
73594670,Hyundai,Tucson-SE,2016,34730,17991,A,FWD,Sarasota, FL 34239,2.00L I4
73115585,Chevrolet,Cruze-2lt,2015,37104,13998,A,FWD,Fredericksburg, VA 22407,1.40L I4
73776124,Nissan,Sentra-18S,2004,191688,2299,4-Speed Automatic,FWD,Gap, PA 17527,1.8 4 Cylinder Fuel Injection
73458863,Chevrolet,Cruze-1lt,2013,62592,10998,A,FWD,Boynton Beach, FL 33426,1.40L I4
73541512,Hyundai,Elantra-Limited,2014,32052,14481,Automatic,FWD,Doylestown, PA 18902,1.80L I4
72605614,Ram,1500-Tradesman,2015,32820,26995,8-Speed,4WD,Lewisburg, PA 17837,5.7 8 Cylinder Sequential-Port F.I.
73627715,Toyota,4Runner-Limited,2017,3724,34991,,,Stuart, FL 34997,
72573026,Subaru,Xv-Crosstrek,2014,34409,22998,Automatic,AWD,Gaithersburg, MD 20877,2.00L H4
73389077,Nissan,Frontier-SV,2016,19779,25353,A,4WD,Middle River, MD 21220,4.00L V6
72292856,Nissan,Titan-Pro-4x,2015,22319,29992,5-Speed Automatic,4WD,Northumberland, PA 17857,5.6 8 Cylinder Fuel Injected
71917569,Acura,ILX,2015,28192,20490,5-Speed Shiftable Automatic,FWD,Turnersville, NJ 08012,2.0 4 Cylinder Fuel Injected
62639429,Ford,Mustang-LX,1988,-1,15977,5 Speed Manual,RWD,North Wales, PA 19454,V8
73373788,Chrysler,Town-and-Country-Touring-L,2014,27243,24491,Shiftable Automatic,FWD,Lititz, PA 17543,3.6 6 Cylinder Fuel Injected
72985814,Chevrolet,Malibu-LT,2014,54535,13990,Automatic,FWD,North Palm Beach, FL 33408,2.5 4 Cylinder Fuel Injected
73343918,Lexus,IS-250,2015,13354,28838,Automatic,RWD,Ft Myers, FL 33912,2.5 L
72391710,Nissan,Pathfinder-Platinum,2014,34277,25595,CVT,4WD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
73061343,GMC,Sierra-1500-SLT,2013,74851,27249,6-Speed Shiftable Automatic,4WD,Turnersville, NJ 08012,5.3 8 Cylinder Fuel Injected Flex Fuel
71912692,Ram,2500-SLT,2012,108406,20995,Automatic,4WD,Stevens, PA 17578,5.7 8 Cylinder Hemi
72194847,Dodge,Journey-SXT,2016,29814,17990,Automatic,FWD,North Palm Beach, FL 33408,3.6 6 Cylinder Fuel Injected
73178158,Kia,Rio5-LX,2014,27215,9888,A,FWD,Sarasota, FL 34231,1.60L I4
73272618,Jaguar,XF-Portfolio,2015,23636,35990,Automatic,RWD,Sarasota, FL 34233,3.0l V6 Dohc 24V
72607519,Nissan,Maxima-35-S,2009,38023,12990,Automatic,FWD,North Palm Beach, FL 33408,3.5 6 Cylinder Fuel Injected
73396284,Toyota,Corolla-LE,2014,27995,13221,CVT,FWD,Fairfax, VA 22030,1.8 4 Cylinder Sequential-Port F.I.
73574949,Jeep,Wrangler-Unlimted-Sahara,2014,25009,36588,5-Speed Automatic,4WD,Parkesburg, PA 19365,3.6 6 Cylinder Sequential-Port F.I.
73751937,Toyota,Camry-SE,2015,34622,16317,Shiftable Automatic,FWD,Chantilly, VA 20151,2.5 4 Cylinder Sequential-Port F.I.
72314521,Chevrolet,Silverado-1500-LT,2012,46905,25496,Automatic,4WD,Hagerstown, MD 21740,Vortec 6.2L VVT V8 SFI FlexFuel
72998185,Dodge,Charger-SXT,2014,33360,21998,A,RWD,Fort Myers, FL 33966,3.60L V6
73747553,GMC,Terrain-SLE-2,2014,53018,17998,A,AWD,Frederick, MD 21704,2.40L I4
73509989,Hyundai,Accent-GS,2014,41127,9502,Automatic,FWD,Annapolis, MD 21401,1.60L I4
71036975,Toyota,MR2,2003,86037,12988,Manual,RWD,State College, PA 16801,1.80L I4
73056838,GMC,Acadia-Sle2,2014,51515,22990,Shiftable Automatic,AWD,Huntingdon, PA 16652,3.6 6 Cylinder Fuel Injected
73573468,Ford,Escape-XLT,2012,77849,12886,A,AWD,Seaford, DE 19973,2.50L I4
72390906,Toyota,Rav4,2009,114524,10499,4-Speed Automatic,FWD,Vineland, NJ 08362,2.5 4 Cylinder Sequential Fuel Injection
73614168,Toyota,4runner-SR5,2015,10503,36895,5-Speed Automatic with Overdrive,4WD,Wilmington, DE 19806,4.0L V6 SMPI DOHC
73642917,Mazda,MAZDA5-Grand-Touring,2012,46772,14988,A,FWD,State College, PA 16801,2.50L I4
71742285,Acura,TSX,2010,63424,13990,5-Speed Automatic,FWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
73211591,Honda,Fit-LX,2015,37330,10999,VARIABLE,FWD,Lake Worth, FL 33461,1.5 L
73597084,Toyota,4Runner-Limited,2016,18537,29999,AUTOMATIC,RWD,Lake Worth, FL 33461,4.0 L
72998219,Volkswagen,New-Beetle-S,2008,45849,10998,A,FWD,Fort Myers, FL 33966,2.50L I5
73663076,Chevrolet,Impala-LT,2013,13506,13945,6-Speed Automatic,FWD,Jenkintown, PA 19046,3.6 6 Cylinder Direct Injection
73657680,Ram,ProMaster-Cargo-2500,2017,10126,24999,AUTOMATIC,FWD,Lake Worth, FL 33461,3.6 L
72237983,Buick,Enclave-Leather,2017,16633,35980,AUTOMATIC,FWD,Cape Coral, FL 33991,3.6L 6 cyl
73676190,Honda,Accord-EX-L,2016,7414,24897,CVT TRANSMISSION,FWD,Sarasota, FL 34231,4 Cylinder Engine 2.4L
72772713,GMC,Terrain-SLT,2016,32668,22980,AUTOMATIC,FWD,Cape Coral, FL 33991,3.6L 6 cyl
73723198,Mazda,Tribute-ES-V6,2004,151563,6988,A,4WD,State College, PA 16801,3.00L V6
72388233,Saturn,Aura-Xe,2008,89511,5991,4-Speed Automatic,FWD,Lititz, PA 17543,3.5 6 Cylinder Sequential Port Fuel Injection
72882910,Buick,Enclave-Convenience,2014,39590,23995,6-Speed Automatic,AWD,Lewisburg, PA 17837,3.6 6 Cylinder Fuel Injected
72400796,Chevrolet,Silverado-1500-LTZ,2015,39776,42999,Automatic,4WD,North Palm Beach, FL 33408,5.3l V8 OHV 16V
73113046,Hyundai,Tucson-SE,2016,31950,18991,A,FWD,Sarasota, FL 34239,2.00L I4
73243515,Cadillac,SRX,2015,17921,23598,A,FWD,Brandywine, MD 20613,3.60L V6
73410990,Volvo,S60-T5,2012,43001,13993,Automatic,FWD,West Palm Beach, FL 33413,2.5 5 Cylinder Fuel Injected Turbo
73488211,Toyota,Corolla-LE,2014,35177,12674,Automatic,FWD,Chantilly, VA 20151,1.8 4 Cylinder Sequential-Port F.I.
71945352,BMW,3-Series-328i,2016,33798,24146,Automatic,RWD,Hagerstown, MD 21740,2.0 4 Cylinder Turbocharged
73590949,Kia,Sorento-LX,2015,30206,17000,A,FWD,Turnersville, NJ 08012,2.40L I4
72826036,Subaru,Forester-25i-Premium,2015,40655,21588,Variable,AWD,Allentown, PA 18103,2.5 L
73568853,Jeep,Wrangler-Sport,2013,62424,22599,Manual,4WD,Newark, DE 19711,3.60L V6
67900562,Acura,TL-Tech,2010,43432,21977,AUTO,AWD,North Wales, PA 19454,V6 Cylinder Engine
73228876,Honda,Pilot-Touring-w-Navi,2009,108827,14000,5-Speed Automatic,4WD,Chadds Ford, PA 19317,3.5 6 Cylinder Sequential Multiport Fuel Injection
71513812,Nissan,Maxima-35-SL,2016,15669,29699,CVT,FWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
73218442,Dodge,Grand-Caravan-SXT,2016,31698,20980,AUTOMATIC,FWD,Cape Coral, FL 33991,3.6L 6 cyl
73594660,Honda,CR-V-LX,2010,82961,13491,A,FWD,Sarasota, FL 34239,2.40L I4
73712256,Infiniti,M35,2006,114081,7995,5-Speed Automatic,AWD,Conshohocken, PA 19428,3.5 6 Cylinder Fuel Injection
68737398,Hyundai,Sonata-SE,2013,42466,12488,A,FWD,Baltimore, MD 21222,2.40L I4
73664886,Lexus,ES-350,2014,28358,24998,A,FWD,Boynton Beach, FL 33426,3.50L V6
70969477,Honda,Civic-LX,2013,23025,13994,5-Speed Automatic,FWD,Turnersville, NJ 08012,1.8 4 Cylinder Fuel Injected
73278205,Mazda,CX-7-i-SV,2010,64528,9999,A,FWD,East Petersburg, PA 17520,2.50L I4
72850382,Subaru,Outback-25I-Limited,2015,42187,23700,Automatic,AWD,Sarasota, FL 34236,2.50L H4
72486301,Infiniti,QX80,2016,22386,47589,A,RWD,Stuart, FL 34997,5.60L V8
73016812,Honda,Accord-EX-L,2015,35770,19477,CVT TRANSMISSION,FWD,Sarasota, FL 34231,4 Cylinder Engine 2.4L
73185575,Kia,Sportage-LX,2016,9630,19999,Shiftable Automatic,AWD,Conshohocken, PA 19428,2.4 4 Cylinder Fuel Injected
73759186,Honda,Accord-EX-L,2016,6380,24999,CVT,FWD,Waldorf, MD 20601,2.4L I4 DOHC i-VTEC 16V
73058227,Acura,MDX-Advance-Entertainment-Pkg,2015,46529,39990,6-Speed Shiftable Automatic,AWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
73347268,Maserati,Ghibli-S-Q4,2014,34120,39999,AUTOMATIC,AWD,Lake Worth, FL 33461,3.0 L
73526568,Toyota,Camry-LE,2016,21689,16799,A,FWD,Downingtown, PA 19335,2.50L I4
72222135,Honda,CR-V-EX,2014,62405,16983,5-Speed Automatic,AWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
73668356,Subaru,Legacy-25I-Premium,2014,35990,16998,Automatic,AWD,King Of Prussia, PA 19406,2.50L H4
73680329,Ford,F150-Platinum,2010,94413,25988,A,4WD,State College, PA 16801,5.40L V8
73807131,GMC,Terrain-SLT-2,2015,54614,19000,A,FWD,Stuart, FL 34994,3.60L V6
73746459,Chevrolet,Tahoe-LS,2004,116275,8590,Automatic,4WD,Harrisburg, PA 17105,5.3L
71353376,Ram,1500-Sport,2014,19404,33998,A,4WD,Charlottesville, VA 22911,5.70L V8
72370164,Chevrolet,Malibu-LT,2017,2406,22977,Shiftable Automatic,FWD,Jenkintown, PA 19046,1.5 4 Cylinder Turbocharged
73207997,Toyota,Corolla-S,2010,84047,8980,AUTOMATIC,FWD,Baltimore, MD 21215,1.8L 4 CYL. GAS
71863517,Honda,Civic-LX,2016,31293,17000,CVT,FWD,Turnersville, NJ 08012,2.0 4 Cylinder Fuel Injected
71374939,Volkswagen,Passat-18T-SEL-Premium,2016,8888,25000,Tiptronic,FWD,Alexandria, VA 22305,1.8 4 Cylinder Turbocharged
72118795,Kia,Optima-Ex,2014,29681,15990,A,FWD,Venice, FL 34285,2.40L I4
71350385,Jeep,Liberty-Sport,2012,37690,18434,4-Speed Automatic,4WD,Jenkintown, PA 19046,3.7 6 Cylinder Fuel Injected
73000739,Toyota,Camry-L,2014,25901,12999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.5 L
73407511,Ford,Focus-Titanium,2016,24458,16499,A,FWD,Prince Frederick, MD 20678,2.00L I4
73644908,Ford,Escape-S,2015,46373,11999,AUTOMATIC,RWD,Lake Worth, FL 33461,2.5 L
72962381,Nissan,Murano-S,2014,53579,14582,CVT,AWD,Chantilly, VA 20151,3.5 6 Cylinder Fuel Injected
70677519,BMW,X5-44I,2003,132602,5990,,,New Castle, DE 19720,
72732026,Cadillac,SRX-V6,2008,84001,10999,A,AWD,Venice, FL 34293,3.60L V6
73046569,Chrysler,200-Limited,2015,6855,13995,9-Speed Shiftable Automatic,FWD,Dillsburg, PA 17019,2.4 liter I4
73418769,Hyundai,Sonata-GLS,2013,34768,10788,A,FWD,West Palm Beach, FL 33409,2.40L I4
72973101,Infiniti,M37-X-AWD,2013,44409,25664,Automatic,AWD,Harrisburg, PA 17111,3.7L
73617418,Chevrolet,Equinox-LT,2016,31012,16999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.4
72952899,Dodge,Durango-Limited,2016,38321,29998,8-Speed Automatic,AWD,Cherry Hill, NJ 08034,3.6L V6 24V VVT
73703026,Chevrolet,Equinox-Ls,2014,36864,15499,A,AWD,Midlothian, VA 23114,2.40L I4
73261411,Chevrolet,Equinox-LT,2012,56509,14998,A,FWD,Midlothian, VA 23114,3.00L V6
73506026,Cadillac,Escalade-Premium,2016,17059,76995,A,4WD,Bradenton, FL 34207,6.20L V8
73644888,Hyundai,Santa-Fe-Sport-24L,2014,46245,13999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.4 L
73664284,Ford,Escape-S,2014,75992,13000,6-Speed Automatic,FWD,Leesburg, VA 20175,Duratec 2.5L I4
72242972,Acura,MDX,2014,39082,31990,6-Speed Shiftable Automatic,FWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
73481125,Ford,Edge-SEL,2015,32052,28995,A,AWD,Milford, DE 19963,3.50L V6
73143433,Ford,Escape-SE,2015,51265,13998,Automatic,FWD,Lake Park, FL 33403,2.0 4 Cylinder Fuel Injected
73068394,Subaru,Impreza-25I-Premium,2010,113948,9990,,,Burnham, PA 17009,
72369708,Ford,Mustang-GT,2014,23933,23497,6-Speed Manual,RWD,Lake Park, FL 33403,5.0 8 Cylinder Fuel Injected
73458892,Subaru,Legacy-25I-Premium,2011,52995,12998,Automatic,AWD,Boynton Beach, FL 33426,2.50L H4
73601148,Acura,Ilx-Tech-Pkg,2015,15397,21990,5-Speed Shiftable Automatic,FWD,Turnersville, NJ 08012,2.0 4 Cylinder Fuel Injected
73006164,Hyundai,Sonata-GLS,2010,44149,9842,Automatic,FWD,Turnersville, NJ 08012,2.4 4 Cylinder Fuel Injected
72585364,Honda,Civic-LX,2014,19642,14500,CVT,FWD,Turnersville, NJ 08012,1.8 4 Cylinder Fuel Injected
73506390,Ford,F150-STX,2014,42543,28995,Automatic,4WD,Harrisburg, PA 17105,5.0L
67375288,Dodge,Journey-American-Value-Pkg,2015,5747,15000,Automatic,FWD,Lake Park, FL 33403,2.4 4 Cylinder Fuel Injected
73137248,Kia,Sorento-LX,2016,27569,18995,6-Speed Automatic,FWD,Woodbury, NJ 08096,2.4 4 Cylinder Fuel Injected
73394962,Ford,Focus-Titanium,2014,21588,14288,Automatic,FWD,Fort Myers, FL 33966,2.00L I4
73766405,Toyota,Tacoma-Limited,2017,7187,33999,AUTOMATIC,RWD,Lake Worth, FL 33461,3.5 L
73652691,Chevrolet,Silverado-2500HD-LS,2004,186213,9000,4-Speed Automatic,4WD,Turnersville, NJ 08012,6.0 8 Cylinder Fuel Injected
70826401,Hyundai,Sonata-Limited,2013,47619,13988,A,FWD,Chantilly, VA 20151,2.40L I4
72944759,Infiniti,M37,2011,64072,19485,AUTOMATIC,RWD,Baltimore, MD 21215,3.7L 6 CYL. GAS
72903993,Hyundai,Genesis-38l,2016,20496,24999,AUTOMATIC,RWD,Lake Worth, FL 33461,3.8 L
73727695,Jeep,Wrangler-Unlimited-Sport,2010,81450,22998,Automatic,4WD,Newark, DE 19711,3.80L V6
64662945,Maserati,Granturismo,2009,33379,45977,AUTO,RWD,North Wales, PA 19454,8 Cylinder Engine
73573875,Dodge,Challenger-R-T-Scat-Pack,2015,14770,34998,Automatic,RWD,Boynton Beach, FL 33426,6.40L V8
72318790,Chevrolet,Silverado-1500-LT,2012,58460,27988,A,4WD,State College, PA 16801,5.30L V8
73651057,Nissan,Pathfinder-Sl,2015,26815,28500,CVT,FWD,West Palm Beach, FL 33409,3.5 6 Cylinder Sequential-Port F.I.
73211614,Ford,Fusion-SE,2016,38421,12499,AUTOMATIC,FWD,Lake Worth, FL 33461,2.5 L
72436448,Chevrolet,Silverado-1500-LTZ,2016,15957,58980,AUTOMATIC,4WD,Cape Coral, FL 33991,5.3L 8 cyl
73216285,Chevrolet,Equinox-LT,2011,50440,14995,Automatic,AWD,Woodstock, VA 22664,2.4
72358982,Hyundai,Tucson-GLS,2015,10811,20649,A,AWD,Langhorne, PA 19047,2.00L I4
72984376,Ram,1500-Tradesman,2016,6985,19991,Automatic,RWD,West Palm Beach, FL 33411,5.7 8 Cylinder Sequential-Port F.I.
72813244,Ram,1500-Tradesman,2015,22402,29990,Automatic,4WD,Hagerstown, MD 21740,5.7 Liter Hemi
73113030,Hyundai,Elantra-GLS,2013,65408,11991,Automatic,FWD,Sarasota, FL 34239,1.80L I4
70730255,Ford,Explorer-XLT,2015,33977,30688,Automatic,AWD,Chadds Ford, PA 19317,3.5l V6 Dohc 24V
72710209,Jeep,Wrangler-Unlimted-Sahara,2011,63208,24399,6-Speed Manual,4WD,Lake Park, FL 33403,3.8 6 Cylinder Fuel Injected
72873799,Lexus,GX-460,2015,21043,38999,AUTOMATIC,4WD,Lake Worth, FL 33461,4.6 L
73349239,Acura,RDX,2015,22356,28995,6-Speed Automatic,AWD,Woodbury, NJ 08096,3.5 6 Cylinder Fuel Injected
72578645,Ford,Fusion-SE,2016,33615,12999,AUTOMATIC,FWD,Lake Worth, FL 33461,2.5 L
70926634,Acura,TL-Tech,2014,18477,23990,6-Speed Shiftable Automatic,FWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
73461659,Hyundai,Elantra-SE,2015,17407,13121,6-Speed Automatic,FWD,Fairfax, VA 22030,1.8 4 Cylinder Sequential-Port F.I.
73652027,Nissan,Maxima-35-SV,2014,46560,16194,CVT,FWD,Turnersville, NJ 08012,3.5 6 Cylinder Fuel Injected
73657990,Volkswagen,Jetta-14T-SE,2016,32910,12400,Automatic,FWD,Ephrata, PA 17522,4 Cylinder 1.4L
72537482,BMW,528XI,2009,64097,11984,AUTOMATIC,AWD,Fairfax, VA 22031,3.0L
73527035,Ford,Mustang,2015,42472,20883,Automatic,RWD,Middle River, MD 21220,2.30L I4
72099078,Dodge,Challenger-SXT,2012,50019,14570,Automatic,RWD,Lake Park, FL 33403,3.6 6 Cylinder Fuel Injected
72956026,Hyundai,Sonata-GLS,2014,36808,10988,A,FWD,West Palm Beach, FL 33409,2.40L I4
73325025,Jeep,Commander-Limited,2007,185290,5395,Automatic,4WD,Stevens, PA 17578,4.7 8 Cylinder Fuel Injected
72365023,Chrysler,Town-and-Country-Limited,2010,100980,10790,6-Speed Automatic,FWD,Middleburg, PA 17842,4.0 6 Cylinder Sequential Multiport Fuel Injection
72481233,BMW,X6-xDrive-35I,2016,12897,65989,A,AWD,Doylestown, PA 18901,3.00L I6
71537084,Dodge,Challenger-R-T,2012,14214,22410,Automatic,RWD,Lake Park, FL 33403,5.7 8 Cylinder Fuel Injected
72928417,Audi,Q5-20T-Quattro-Premium-Plus,2013,23730,29998,A,AWD,Fort Myers, FL 33966,2.00L I4
73024534,Hyundai,Elantra-GT,2017,341,17599,A,FWD,Fredericksburg, VA 22407,2.00L I4
72100293,Pontiac,Vibe,2006,126460,2995,4-Speed Automatic,FWD,Turnersville, NJ 08012,1.8 4 Cylinder Fuel Injected
73261633,Nissan,Altima-25-S,2009,28683,11985,Automatic,FWD,East Petersburg, PA 17520,2.50L I4
73596707,Infiniti,FX35,2010,69765,19599,A,RWD,Boynton Beach, FL 33426,3.50L V6
73061346,Nissan,Altima-25-SV,2014,21075,15220,CVT,FWD,Turnersville, NJ 08012,2.5 4 Cylinder Fuel Injected
73811628,Ford,Mustang-V6-Premium,2007,73752,11000,Automatic,RWD,Sarasota, FL 34236,4.00L V6
73152461,Hyundai,Santa-FE-GLS,2009,129248,6477,AUTOMATIC,FWD,Sarasota, FL 34231,V6 Cylinder Engine 2.7L
72998218,Volkswagen,Jetta-Sedan-S,2014,27400,12998,A,FWD,Fort Myers, FL 33966,2.00L I4
73512473,Ford,Focus-SE,2016,25984,13995,Not Specified,FWD,Manheim, PA 17545,2.0 4 Cylinder Fuel Injected
73073988,Chevrolet,Equinox-LT,2014,18398,18599,A,AWD,Fredericksburg, VA 22407,2.40L I4
73483261,Nissan,Frontier-SL,2012,73238,20995,Automatic,4WD,Allentown, PA 18103,4.0L
73745470,Infiniti,G37-Sedan-x,2010,116961,13598,A,AWD,Ellicott City, MD 21043,3.70L V6
73429626,Cadillac,ATS-25L-Luxury-Collection,2014,38306,20877,AUTOMATIC,RWD,Sarasota, FL 34231,4 Cylinder Engine 2.5L
72018371,Mitsubishi,Outlander-SE,2016,11909,19998,Automatic,AWD,Gaithersburg, MD 20877,2.40L I4
72382950,Toyota,Matrix-XR,2008,116910,8998,A,FWD,Fort Myers, FL 33966,1.80L I4
73678402,BMW,535I,2008,97103,10481,AUTOMATIC,RWD,Fort Myers, FL 33908,3.0L
73454636,Ram,1500-SLT,2013,23663,28999,Automatic,4WD,Downingtown, PA 19335,5.70L V8
73142475,Honda,HR-V-EX,2016,8003,22596,Automatic,AWD,Hagerstown, MD 21740,1.8 4 Cylinder Fuel Injected
72743147,Jeep,Liberty-Sport,2003,180098,3787,Manual,4WD,North Palm Beach, FL 33408,3.7l V6 Sohc 12V
