site,car_id,car_descrip,car_make,car_model,car_trim,car_year,car_category,car_mileage,car_price,car_extColor,car_transmission,car_driveTrain,car_vendor,car_location,car_detail_link,car_img_link
carsDotCom,702873225,Used 2013 Dodge Grand Caravan R/T,Dodge,Grand Caravan,R/T,2013,Used,28279,18495,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/702873225/overview/,https://www.cstatic-images.com/phototab/c/8/9/99/38a07542892664f5bad5eaea658.jpg
carsDotCom,684692439,Used 2014 Volkswagen Jetta GLI,Volkswagen,Jetta,GLI,2014,Used,37944,15495,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/684692439/overview/,https://www.cstatic-images.com/phototab/b/9/e/4d/cbbbc399a1bed0876a75f2e6fdb.jpg
carsDotCom,695416954,Used 2011 Lexus CT 200h Premium,Lexus,CT 200h,Premium,2011,Used,39710,15395,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/695416954/overview/,https://www.cstatic-images.com/phototab/7/2/9/6e/15a5c63563c06a3f3d6f60964b.jpg
carsDotCom,688972122,Used 2006 Audi A6 4.2 quattro,Audi,A6,4.2 quattro,2006,Used,45361,11395,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/688972122/overview/,https://www.cstatic-images.com/phototab/8/c/b/88/ed519712a7419396d8455f8af64.jpg
carsDotCom,702873276,Used 2011 Kia Optima EX,Kia,Optima,EX,2011,Used,46392,12495,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/702873276/overview/,https://www.cstatic-images.com/phototab/3/8/5/67/caed4260aeb8943b41f7ed0f58f.jpg
carsDotCom,670361765,Used 2013 Honda Accord LX-S,Honda,Accord,LX-S,2013,Used,47567,12995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/670361765/overview/,https://www.cstatic-images.com/phototab/e/d/e/bb/3c77a817cd68b13eac21f6cc377.jpg
carsDotCom,697815860,Used 2013 Chevrolet Cruze 2LT,Chevrolet,Cruze,2LT,2013,Used,56153,9895,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/697815860/overview/,https://www.cstatic-images.com/phototab/a/6/8/66/79d2a28e863b4baeaf42010618c.jpg
carsDotCom,700463303,Used 2007 BMW Z4 M Roadster,BMW,Z4 M,Roadster,2007,Used,60653,19995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/700463303/overview/,https://www.cstatic-images.com/phototab/2/0/4/c1/ba39a5e414ad0ed8c9a66a2b20e.jpg
carsDotCom,704401459,Used 2013 BMW 528 i xDrive,BMW,528,i xDrive,2013,Used,63581,19995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/704401459/overview/,https://www.cstatic-images.com/phototab/9/9/d/2a/7f0abc35da52caa0cfc735812a.jpg
carsDotCom,700463512,Used 2006 Audi TT 1.8L,Audi,TT,1.8L,2006,Used,66052,9495,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/700463512/overview/,https://www.cstatic-images.com/phototab/8/e/7/cb/35bdcf12b4c7ec3c917b5cbe426.jpg
carsDotCom,697815854,Used 2011 INFINITI EX35 Journey,INFINITI,EX35,Journey,2011,Used,72116,15895,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/697815854/overview/,https://www.cstatic-images.com/phototab/f/0/7/6d/5d2c549d97060cfc6f37069c16b.jpg
carsDotCom,697815880,Used 2013 Chevrolet Traverse LTZ,Chevrolet,Traverse,LTZ,2013,Used,76440,18495,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/697815880/overview/,https://www.cstatic-images.com/phototab/c/d/d/4f/8927346dff3c4496a9fc07df3a0.jpg
carsDotCom,700463310,Used 2010 Audi Q5 3.2 Premium quattro,Audi,Q5,3.2 Premium quattro,2010,Used,78046,15980,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/700463310/overview/,https://www.cstatic-images.com/phototab/8/e/a/db/1ddfc4cd84bcf1f0d99f2cfcce7.jpg
carsDotCom,704307365,Used 2009 Nissan Murano SL,Nissan,Murano,SL,2009,Used,80259,10995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/704307365/overview/,https://www.cstatic-images.com/phototab/1/a/6/c8/ff2f7bb77ca805b1cb4875726b9.jpg
carsDotCom,667109390,Used 2011 BMW 328 i xDrive,BMW,328,i xDrive,2011,Used,83212,10995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/667109390/overview/,https://www.cstatic-images.com/phototab/6/e/2/61/1ccf4e3ceab18f9c209e5efa86a.jpg
carsDotCom,704833256,Used 2013 BMW X1 xDrive 35i,BMW,X1,xDrive 35i,2013,Used,85505,17995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/704833256/overview/,https://www.cstatic-images.com/phototab/b/9/f/42/799d408c543caf8d0553cf4fefe.jpg
carsDotCom,694249821,Used 2009 Honda CR-V EX-L,Honda,CR-V,EX-L,2009,Used,90015,11895,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/694249821/overview/,https://www.cstatic-images.com/phototab/5/8/d/3a/c0b7c93c05e50e6c5be60eb9e7c.jpg
carsDotCom,695416967,Used 2008 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,,ML 350 4MATIC,2008,Used,92063,13495,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/695416967/overview/,https://www.cstatic-images.com/phototab/6/8/8/f8/f916e941015dc762fd7ea1adff4.jpg
carsDotCom,695416986,Used 2011 Hyundai Genesis 3.8,Hyundai,Genesis,3.8,2011,Used,95120,11895,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/695416986/overview/,https://www.cstatic-images.com/phototab/4/b/8/b7/abc28309a01914b25ec2b4c04e2.jpg
carsDotCom,704307347,Used 2010 Ford Edge Limited,Ford,Edge,Limited,2010,Used,97132,10995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/704307347/overview/,https://www.cstatic-images.com/phototab/4/2/7/71/6b14de7428d8fb858188375a2b4.jpg
carsDotCom,699690527,Used 2009 GMC Yukon SLT,GMC,Yukon,SLT,2009,Used,97189,19895,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/699690527/overview/,https://www.cstatic-images.com/phototab/f/2/b/ba/61cf73429eb39be51bd4f652095.jpg
carsDotCom,693963628,Used 2011 BMW X5 xDrive35i,BMW,X5,xDrive35i,2011,Used,103963,16995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/693963628/overview/,https://www.cstatic-images.com/phototab/4/8/9/2e/cc7d41dfe419e11f210363a5618.jpg
carsDotCom,677646044,Used 2004 INFINITI G35 Sports Coupe,INFINITI,G35,Sports Coupe,2004,Used,104050,8270,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/677646044/overview/,https://www.cstatic-images.com/phototab/7/6/1/a4/4eed7cba3cf6090ad9ead29a099.jpg
carsDotCom,702651432,Used 2008 Ford Explorer Eddie Bauer,Ford,Explorer,Eddie Bauer,2008,Used,112319,9999,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/702651432/overview/,https://www.cstatic-images.com/phototab/b/6/5/c6/5ce4e69c477ffe833ab52b0ff27.jpg
carsDotCom,701733727,Used 2008 BMW M5,BMW,M5,null,2008,Used,116231,18995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/701733727/overview/,https://www.cstatic-images.com/phototab/6/5/0/f3/b227ae826b057540d6816226189.jpg
carsDotCom,704307406,Used 2007 Audi S4 4.2 quattro,Audi,S4,4.2 quattro,2007,Used,117250,9995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/704307406/overview/,https://www.cstatic-images.com/phototab/2/b/5/e4/000e2d9ecee916d8a872ac5c31b.jpg
carsDotCom,697816417,Used 2005 Ford F-250 Super Duty,Ford,F-250,Super Duty,2005,Used,120198,16495,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/697816417/overview/,https://www.cstatic-images.com/phototab/f/6/a/9c/a8184485c845fa83c8e02c37d9f.jpg
carsDotCom,704327247,Used 2008 Nissan Armada SE,Nissan,Armada,SE,2008,Used,140450,11994,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/704327247/overview/,https://www.cstatic-images.com/phototab/6/a/d/6b/e330aa8d132d88abc3be60a7039.jpg
carsDotCom,703950413,Used 2007 Toyota Tundra SR5,Toyota,Tundra,SR5,2007,Used,158795,14995,,,,Virginia Auto Trader Co.,Arlington, VA,https://www.cars.com/vehicledetail/detail/703950413/overview/,https://www.cstatic-images.com/phototab/1/8/6/6f/8ecf25325890ff75d035d09c759.jpg
carsDotCom,688338150,Used 2016 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,LT,2016,Used,60,33590,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/688338150/overview/,https://www.cstatic-images.com/phototab/c/8/2/1b/1fa5771bc140cb9395d7a58166e.jpg
carsDotCom,703244427,Used 2016 Land Rover Range Rover,Land Rover,Range Rover,null,2016,Used,698,107250,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/703244427/overview/,https://www.cstatic-images.com/phototab/b/3/3/cc/f3da2d55879beeb4407f22f32a7.jpg
carsDotCom,694542182,Used 2016 Maserati Ghibli S Q4,Maserati,Ghibli,S Q4,2016,Used,985,79890,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/694542182/overview/,https://www.cstatic-images.com/phototab/f/0/b/61/fff3dea4f4147b4a5229168e0f6.jpg
carsDotCom,700600772,Used 2016 Maserati Ghibli S Q4,Maserati,Ghibli,S Q4,2016,Used,1437,77890,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/700600772/overview/,https://www.cstatic-images.com/phototab/8/f/d/71/82ddc9bc188bc6b793add3dbfb.jpg
carsDotCom,694089116,Used 2016 Cadillac Escalade ESV Luxury,Cadillac,Escalade ESV,Luxury,2016,Used,1834,72890,Black,Black,8-Speed Automatic,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/694089116/overview/,https://www.cstatic-images.com/phototab/9/8/7/a9/300537b68ede3dd71ec6671c62e.jpg
carsDotCom,702412821,Used 2015 Mercedes-Benz S 550,Mercedes-Benz,,S 550,2015,Used,6027,75890,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/702412821/overview/,https://www.cstatic-images.com/phototab/3/8/e/2e/a4c7d9cadb539b39e6717772330.jpg
carsDotCom,701567461,Used 2014 Ford Mustang V6,Ford,Mustang,V6,2014,Used,20901,17890,Maroon,Black,RWD,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/701567461/overview/,https://www.cstatic-images.com/phototab/6/8/7/9e/dd3aecd2a10de645b14d73530d3.jpg
carsDotCom,704209407,Used 2014 Mercedes-Benz E 350,Mercedes-Benz,,E 350,2014,Used,34243,36890,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/704209407/overview/,https://www.cstatic-images.com/phototab/7/c/d/a8/495636655820424ba2facc8a0b0.jpg
carsDotCom,696708916,Used 2013 Chevrolet Camaro LS,Chevrolet,Camaro,LS,2013,Used,34472,16590,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/696708916/overview/,https://www.cstatic-images.com/phototab/4/2/0/ef/1f18c29dc1c7869ae63f98aab2d.jpg
carsDotCom,699952054,Used 2015 Chevrolet Camaro 1LT,Chevrolet,Camaro,1LT,2015,Used,39850,26590,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/699952054/overview/,https://www.cstatic-images.com/phototab/a/2/8/9e/158934da89b1f9595e664167ef3.jpg
carsDotCom,701590440,Used 2012 Mercedes-Benz S 550,Mercedes-Benz,,S 550,2012,Used,57890,36890,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/701590440/overview/,https://www.cstatic-images.com/phototab/4/c/a/c9/0c861aae18d2ce872497e2a058c.jpg
carsDotCom,688338369,Used 2011 Nissan Murano SV,Nissan,Murano,SV,2011,Used,69800,12980,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/688338369/overview/,https://www.cstatic-images.com/phototab/5/8/b/57/e74371ea853cd19db2f01c45844.jpg
carsDotCom,688338381,Used 2012 Nissan Murano S,Nissan,Murano,S,2012,Used,72358,13590,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/688338381/overview/,https://www.cstatic-images.com/phototab/e/e/3/5e/989f185045ac6a1aaa55cf65901.jpg
carsDotCom,699945807,Used 2012 Honda Civic EX,Honda,Civic,EX,2012,Used,99870,9980,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/699945807/overview/,https://www.cstatic-images.com/phototab/d/a/9/49/a66735b974971790681553337fb.jpg
carsDotCom,688338375,Used 2004 BMW 325 Ci,BMW,325,Ci,2004,Used,123400,7990,,,,Washington Motorcars,Arlington, VA,https://www.cars.com/vehicledetail/detail/688338375/overview/,https://www.cstatic-images.com/phototab/5/f/6/00/57e88ea2dfaff8f8c76a6fe5bb8.jpg
carsDotCom,702577466,Used 2016 Chevrolet Camaro 2SS,Chevrolet,Camaro,2SS,2016,Used,5900,38950,,,,Gary (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/702577466/overview/,https://www.cstatic-images.com/phototab/SIY/83/11857783.1495543929051.21304CE6E9F1454090FD4D97AC783A07.jpg
carsDotCom,703977615,Used 2016 Scion iA Base,Scion,iA,Base,2016,Used,8000,13700,Silver,Black,Automatic,Munjed (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/703977615/overview/,https://www.cstatic-images.com/phototab/SIY/28/11874228.1496816891442.56B401208EDC42B7BADBE50622E02EBD.png
carsDotCom,703138665,Used 2014 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,,ML 350 4MATIC,2014,Used,15500,41499,,,,Matthew (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/703138665/overview/,https://www.cstatic-images.com/phototab/SIY/30/11830230.1493411553011.6960187774E34B29B8D3F3AC0EA0579C.JPG
carsDotCom,703242042,Used 2015 Mercedes-Benz C300 4MATIC Sport,Mercedes-Benz,,C300 4MATIC Sport,2015,Used,21581,30000,,,,Michel (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/703242042/overview/,https://www.cstatic-images.com/phototab/SIY/32/11790332.1490184143199.B3619B72A4144CD094FF1D4E6F5634C7.JPG
carsDotCom,701422218,Used 2008 Porsche Cayman S,Porsche,Cayman,S,2008,Used,53000,32000,Black,Beige,Manual,Matthew (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/701422218/overview/,https://www.cstatic-images.com/phototab/SIY/23/11499423.1465396110539.A6FD15C020BB436F979E78049ED420D5.JPG
carsDotCom,704438392,Used 2008 BMW 328 i,BMW,328,i,2008,Used,80000,11000,,,,Vinh (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/704438392/overview/,https://www.cstatic-images.com/phototab/SIY/59/11878859.1497188063667.51A2848D97D74FBDB58D8FF8E929A45A.JPG
carsDotCom,705411883,Used 2013 Hyundai Elantra Limited,Hyundai,Elantra,Limited,2013,Used,85775,10434,,,,Edward (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/705411883/overview/,https://www.cstatic-images.com/phototab/SIY/31/11891331.1498090883470.11C0A0EFD4B147EC81621E536B0AF8A9.jpg
carsDotCom,703494744,Used 2006 Toyota Camry LE V6,Toyota,Camry,LE V6,2006,Used,109206,5500,,,,Josh (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/703494744/overview/,https://www.cstatic-images.com/phototab/SIY/2/11867502.1496332373765.C006E38F8E2943A1BC2F52B2A6CE3378.jpg
carsDotCom,704020221,Used 2001 Lexus ES 300,Lexus,ES 300,null,2001,Used,128954,3750,,,,Bataa (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/704020221/overview/,https://www.cstatic-images.com/phototab/SIY/28/11874328.1496841636076.52FFDA2739934468B93A4436193B105B.jpg
carsDotCom,703969711,Used 2000 Ford Windstar 3.0L,Ford,Windstar,3.0L,2000,Used,155000,2200,,,,Haider (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/703969711/overview/,https://www.cstatic-images.com/phototab/SIY/99/11874099.1496807083278.6230C6AC224146B4A57B6C9D928BBFC8.jpg
carsDotCom,701925633,Used 2006 Lexus SC 430,Lexus,SC 430,null,2006,Used,167015,12995,,,,Zeb (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/701925633/overview/,https://www.cstatic-images.com/phototab/SIY/12/11351512.1485983056092.FC347D20467E4F7FB0524A6D2526ACEC.jpg
carsDotCom,704739368,Used 2002 Honda Odyssey EX,Honda,Odyssey,EX,2002,Used,212000,2700,,,,Genaro (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/704739368/overview/,https://www.cstatic-images.com/phototab/SIY/90/11883490.1497499355228.49E935C3F28B476FA6DC612BA65233F5.JPG
carsDotCom,703446667,Used 2005 Dodge Grand Caravan SE,Dodge,Grand Caravan,SE,2005,Used,137000,5500,,,,Charles (Private Seller),Washington, DC,https://www.cars.com/vehicledetail/detail/703446667/overview/,https://www.cstatic-images.com/phototab/SIY/34/11867734.1497816524427.55538D597C2E4F399A71E99A4402A20E.jpg
carsDotCom,703303394,Used 2001 Mercedes-Benz S500,Mercedes-Benz,,S500,2001,Used,138000,4500,,,,Lisa (Private Seller),Washington, DC,https://www.cars.com/vehicledetail/detail/703303394/overview/,https://www.cstatic-images.com/phototab/SIY/4/11866704.1496248080011.22B7CDD2DE7D41C1AFFB8B26C78031DD.jpg
carsDotCom,705136306,Used 2003 Mercedes-Benz C240,Mercedes-Benz,,C240,2003,Used,182000,2200,,,,Dominick (Private Seller),Washington, DC,https://www.cars.com/vehicledetail/detail/705136306/overview/,https://www.cstatic-images.com/phototab/SIY/68/11886968.1497791637238.6E5C2DD468754EA9911EC93D4D37B612.jpg
carsDotCom,704417607,Used 2007 Lincoln Town Car Signature,Lincoln,Town Car,Signature,2007,Used,197000,3300,,,,Malik (Private Seller),Washington, DC,https://www.cars.com/vehicledetail/detail/704417607/overview/,https://www.cstatic-images.com/phototab/SIY/12/11878812.1497175568268.F9E70F2364D54E25B98FBAD3DABAFAB4.jpg
carsDotCom,630396741,Used 2015 Mercedes-Benz G63 AMG,Mercedes-Benz,,G63 AMG,2015,Used,70,249000,,,,Don (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/630396741/overview/,https://www.cstatic-images.com/phototab/SIY/36/10949536.1425313111072.B5836B962C4C45F2BDC151B2C2CC5AD9.JPG
carsDotCom,698766931,Used 2009 Aston Martin V8 Vantage,Aston Martin,V8 Vantage,null,2009,Used,19999,62000,,,,Bob (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/698766931/overview/,https://www.cstatic-images.com/phototab/SIY/51/11811351.1491778618630.E713596667CB479EAC280952BDB68B66.jpg
carsDotCom,703155866,Used 2012 BMW 535 i xDrive,BMW,535,i xDrive,2012,Used,21780,26950,,,,Gotham (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/703155866/overview/,https://www.cstatic-images.com/phototab/SIY/77/11802777.1491085323448.FC793890083C4A7DB98972CC2953472B.jpg
carsDotCom,705109596,Used 2013 Kia Optima SX,Kia,Optima,SX,2013,Used,31500,18000,,,,Beymar (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/705109596/overview/,https://www.cstatic-images.com/phototab/SIY/73/11887073.1497799547597.B4520A14A81E49E5B080F1995C26BADD.jpg
carsDotCom,705081851,Used 2013 Audi S6 4.0T Prestige,Audi,S6,4.0T Prestige,2013,Used,65500,39500,,,,Mike (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/705081851/overview/,https://www.cstatic-images.com/phototab/SIY/77/11886777.1497752463050.968ACC0653A245669293543FEF809AA1.JPG
carsDotCom,703775998,Used 2007 Toyota Camry SE,Toyota,Camry,SE,2007,Used,68700,7000,,,,Tony (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/703775998/overview/,https://www.cstatic-images.com/phototab/SIY/43/11870343.1496958369889.64F62E08B7104153B9FFC9EF93D32417.JPG
carsDotCom,704702498,Used 2010 Toyota Prius IV,Toyota,Prius,IV,2010,Used,139000,7250,Silver,Gray,Automatic,mo (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/704702498/overview/,https://www.cstatic-images.com/phototab/SIY/38/11809138.1497567003969.3C95C49F13074B42B49ACF6E8154576C.jpg
carsDotCom,704048408,Used 1995 Honda Odyssey EX,Honda,Odyssey,EX,1995,Used,239000,1799,Brown,Brown,Automatic,A (Private Seller),Arlington, VA,https://www.cars.com/vehicledetail/detail/704048408/overview/,https://www.cstatic-images.com/phototab/SIY/48/11874848.1496870806531.153F230D89AC4BCEA9D8C446527A1CC7.JPG
carsDotCom,705448501,Used 2007 Ford Ranger XLT SuperCab,Ford,Ranger,XLT SuperCab,2007,Used,93340,11000,,,,Daniel (Private Seller),Washington, DC,https://www.cars.com/vehicledetail/detail/705448501/overview/,https://www.cstatic-images.com/phototab/SIY/78/11857378.1495497643377.8AC4ED7E7CC84F63804C70DD11377127.jpg
carsDotCom,698156433,Used 2015 Kia Soul !,Kia,Soul,!,2015,Used,16838,14981,,,,H & R Auto,Arlington, VA,https://www.cars.com/vehicledetail/detail/698156433/overview/,https://www.cstatic-images.com/phototab/MDC/34/455334/2550460098.jpg
carsDotCom,703358804,Used 2013 Hyundai Elantra GLS,Hyundai,Elantra,GLS,2013,Used,30829,9981,,,,H & R Auto,Arlington, VA,https://www.cars.com/vehicledetail/detail/703358804/overview/,https://www.cstatic-images.com/phototab/MDC/34/455334/2626848941.jpg
carsDotCom,702709293,Used 2013 Toyota Yaris,Toyota,Yaris,null,2013,Used,49287,7981,,,,H & R Auto,Arlington, VA,https://www.cars.com/vehicledetail/detail/702709293/overview/,https://www.cstatic-images.com/phototab/MDC/34/455334/2618584198.jpg
carsDotCom,698271890,Used 2013 Dodge Dart SXT,Dodge,Dart,SXT,2013,Used,51070,8981,,,,H & R Auto,Arlington, VA,https://www.cars.com/vehicledetail/detail/698271890/overview/,https://www.cstatic-images.com/phototab/MDC/34/455334/2551603493.jpg
carsDotCom,704032688,Used 2012 Ford Fiesta SE,Ford,Fiesta,SE,2012,Used,51524,6981,,,,H & R Auto,Arlington, VA,https://www.cars.com/vehicledetail/detail/704032688/overview/,https://www.cstatic-images.com/phototab/MDC/34/455334/2637701415.jpg
carsDotCom,705056373,Used 2014 Nissan Versa 1.6 SV,Nissan,Versa,1.6 SV,2014,Used,56384,7981,,,,H & R Auto,Arlington, VA,https://www.cars.com/vehicledetail/detail/705056373/overview/,https://www.cstatic-images.com/phototab/MDC/34/455334/2653619833.jpg
